backers_count,blurb,category,pledged,usd_pledged,usd_goal,currency,name,SuccessfulBool
101,Help send our show to FringeNYC!  A story of two best friends and their escape from the treacherous storybook world of Death Forest.,Musical,6766.83,6766.83,6750.0,USD,'What's Your Wish?'- Thicket & Thistle's FringeNYC Musical,1
212,The Best of Boston Burlesque bring you the Apocalyptic Lesbian Fringe Sci-Fi Horror Musical of the century!,Musical,11858.0,11858.0,10900.0,USD,Spider Cult: the Musical,1
371,What happens when the world of musical theatre meets the most terrifying and destructive alien in all cinema history?,Musical,16212.0,16212.0,15000.0,USD,Alien Vs. Musical,1
32,"The music of Tom Waits, a wild, whiskey-soaked underworld, a spectral band,  and the living memories of a troubled man.",Musical,1813.0,1813.0,1500.0,USD,Strange Weather,1
70,A new music theater piece that explores the complexities of queer love using the words of Tennessee Williams set to original music.,Musical,5916.0,5916.0,5000.0,USD,He Knew He Would Say It (But Could He Believe It Again),1
134,"We're recording an album for the new musical, Song of Solomon, starring Broadway vets Ramin Karimloo, Alison Luff, Alexander Gemignani!",Musical,22852.0,22852.0,16100.0,USD,Song of Solomon - A New Musical - Concept Album,1
14,"Title of Show was a Broadway hit, and now it is brought to you in a new production by Exeter-based theatre company Dot-to-Dot.",Musical,418.0,511.20555222,428.04292649999996,GBP,[Title of Show] by Jeff Bowen/Hunter Bell - Exeter 2016,1
36,"Bring ""First You Jump"" - a surreal and darkly comic new musical play by Eva Moon - to the stage for its world premiere.",Musical,1327.0,1327.0,1000.0,USD,"""First You Jump"" World Premiere",1
40,"In a city laden with prejudice & discrimination, we are speaking out against the plight through the powerful language of music theater.",Musical,3680.0,4006.0962448,3265.8393300000002,EUR,"Bringing West Side Story to Jakarta, Indonesia",1
204,"Gideon & Hubcap are taking their show to the largest arts festival in the world, The Edinburgh Festival Fringe, this summer in Scotland",Musical,15858.8,15858.8,15547.0,USD,The Gideon and Hubcap Show goes to Edinburgh Fringe!,1
304,"The award-winning Civilians theater company is producing a new musical about porn, inspired by real-life stories.",Musical,28892.0,28892.0,25000.0,USD,Pretty Filthy:  A new musical about the “other” Hollywood!,1
45,"A completely new way of understanding, performing and producing an opera play. It arrives on site, it opens up and the show can begin!",Musical,20031.0,22539.4871377,22504.605,EUR,Gulliver's dream: mechanical opera for automated marionettes,1
184,"Summer Valley Fair is the great hope that even without uploading, we can sing ourselves into existence.",Musical,10786.0,10786.0,10000.0,USD,Summer Valley Fair,1
27,Support Young Activist in their involvement in The Liberty Tree,Musical,886.0,1360.41887128,1305.1422579999999,GBP,Support Young Activist in The Liberty Tree,1
35,A song cycle of ‘snapshot stories’ woven together with original music written by Ryan Scott Oliver & photographs by Matthew Murphy.,Musical,5030.0,5030.0,5000.0,USD,"35MM, A Musical Exhibition",1
40,"The Reign of Donald Trump is upon us. In a new Dark Comedy / Musical, Emperor Nero uses his power to seek everything that he desires.",Musical,2705.0,2705.0,2500.0,USD,The Fires of Nero: A Protest Piece,1
124,An aspiring singer decides to get her heart broken 100 times to be sad enough for country music.,Musical,6570.0,6570.0,6000.0,USD,"100 Heartbreaks — A New, Old-School Country Musical Play",1
8,Det klassiske eventyret i en sjarmerende musikalversjon for liten og stor!,Musical,5050.0,772.2707955,764.62455,NOK,Familiemusikalen Piken med Fyrstikkene,1
66,"In a world on the brink of destruction due to climate change, one hero rises from the depths of the sea to save the day - THE WATERMAN!",Musical,3502.5,3502.5,3500.0,USD,The Waterman: A Forgotten Cascadian Myth,1
87,Musical theater production and score soundtrack album for SNOW WHITE SEQUEL. The rest of the story you think you know.,Musical,4232.0,4232.0,2500.0,USD,Snow White - The Mirror's Revenge (Musical theater),1
67,"""Tomorrow, Maybe"" a new British musical is looking for funding to support its professional launch.",Musical,3224.0,4549.23232504,2822.10442,GBP,"Tomorrow, Maybe - an original musical by Amies & Clements",1
31,"An official selection of the New York Musical Theatre Festival, set in Storyville, New Orleans at the dawn of jazz.",Musical,10046.0,10046.0,10000.0,USD,Where All The Rivers Go To Sleep at NYMF 2015,1
226,Dixon Place + HARUNALEE theater company present an original musical based on the Inuit myth of the ravenous goddess Sedna.,Musical,10958.0,10958.0,10800.0,USD,War Lesbian,1
1485,A Broadway concert presentation of BOMBSHELL – the Marilyn Monroe musical from the TV series SMASH created by Theresa Rebeck.,Musical,318120.34,318120.34,50000.0,USD,BOMBSHELL from the TV series SMASH - A Broadway Concert,1
126,"A comedy about a young liberal intern named Hope Roosevelt who takes on corporate media bias, conspiracy, and romance at Fox News.",Musical,10078.0,10078.0,10000.0,USD,Fox News The Musical,1
138,"Adapted from the recent biography, 'Eternal Troubadour,' TINY is a lovingly realized portrayal of the musical icon, Tiny Tim.",Musical,9591.0,9591.0,7500.0,USD,TINY - A New Musical Based On The Life Of Tiny Tim,1
3722,Firebringer is a new musical from StarKid Productions that will premiere during the StarKid Summer Season 2016 with your help!,Musical,154670.02,154670.02,88000.0,USD,Firebringer - StarKid's New Stone Age Musical,1
119,One of the most successful professional theaters in Nashville needs a new home. Help us get it!,Musical,16612.0,16612.0,15000.0,USD,Help Get Street Theatre Off The Street,1
131,"A progressive new musical about Adam & Eve, a demon named Lilith and the questions we're forced to ask when we lose our first love...",Musical,12000.0,12000.0,12000.0,USD,Leaving Eden,1
40,I am producing a new musical that discusses mental illness to help raise awareness and defeat stigmas associated with it.,Musical,7502.0,7502.0,7500.0,USD,"New Musical ""My Lives Inside"" about Mental Illness",1
1769,"The cast of Spring Awakening has a chance to perform on the Tonys, but we need your help! Help show the world this beautiful show.",Musical,211634.17,211634.17,200000.0,USD,Deaf West Theatre's Spring Awakening Tony Performance,1
37,Comedy pop-musical following four 90s girls embarking on a wild night of speed dating. Witness dating before the takeover of Tinder.,Musical,2006.0,3080.13572888,3070.92296,GBP,Swipe Right Theatre's 2 Become 1,1
50,(Wo)men Rule Broadway is a live theatrical show in which women perform songs and roles originally written for men.,Musical,10034.0,10034.0,10000.0,USD,(Wo)men Rule Broadway,1
77,"Moonshoes Productions presents ""Marvel-less"", a comedic parody musical featuring the massive Marvel Universe bursting onto the stage.",Musical,3295.0,2504.6082505,2280.3716999999997,AUD,'Marvel-less' - An Original Parody Musical.,1
121,All funds over the goal will go towards hiring local Panamanian artists to create the specialized costumes needed for this show.,Musical,25930.0,19553.3275904,15081.6256,CAD,COSTUMES FOR PANAMÁ: THE MUSICAL,1
87,Songs of the Fall is an original pop/ rock musical with a fresh take on the story of Adam and Eve.,Musical,6290.0,6290.0,6000.0,USD,Songs of the Fall,1
50,Into the Sun follows the story of three young English friends - and their lovers - as they march off to the trenches of WWI.,Musical,6656.0,6656.0,6000.0,USD,Into the Sun @ NYMF 2015,1
173,"""Afraid of Karma"" is an avant-garde multimedia show about overcoming the tragic loss of Hannah Engle, who was killed by a drunk driver.",Musical,10863.0,10863.0,10000.0,USD,"Help end drunk driving with ""Afraid of Karma"" at the Fringe!",1
17,Coraline The New Musical based on the novel Written by Neil Gaiman with a thrilling new script and score. Submitting this show to NYMF.,Musical,1046.0,1046.0,500.0,USD,Coraline The New Musical,1
64,"Help Kickstart 'Muted', a brand new British musical to come to London's newest and exciting theatre, 'The Bunker' in December 2016.",Musical,10145.0,12365.7682973,12189.0274,GBP,Muted at The Bunker.,1
44,"Students of UMass Amherst are itching to tell this story to the Pioneer Valley, please help us raise funds to put on this project!",Musical,1730.0,1730.0,900.0,USD,UMass Theater Students Present: Next to Normal,1
24,Please support our fundraising efforts for our upcoming production of Urinetown the Musical!,Musical,830.0,830.0,750.0,USD,Urinetown the Musical by Studio 301 Productions,1
89,West Side Story embodies the tragic results of choosing intolerance and hate.   Choose diversity and tolerance over hate & division.,Musical,25030.0,25030.0,25000.0,USD,West Side Story informs the American Presidential Election!,1
19,To commission and develop an original music suite for a DVD of my show which I have been presenting for forty years throughout the UK,Musical,1100.0,1769.791903,1608.9017299999998,GBP,Mr Alexander's Travelling Show,1
58,"An original musical comedy of love, life and undeath.",Musical,4255.0,4255.0,4000.0,USD,I (Heart) Brains,1
35,"A new dinner theater show that will have you ""dying"" with laughter! A Truffle Industry Murder Mystery, with sweet jazz & ""delish"" food!",Musical,5004.0,5004.0,5000.0,USD,"TRUFFLES: Jazz, Murder & Dinner Theater",1
10,Brand new concert extravaganza celebrating Hollywood's most iconic songs. Performed LIVE by a kick-ass band and West End vocalists!,Musical,5100.0,7461.998649,7315.68495,GBP,"LIGHTS, CAMERA... MUSIC! (World Premiere)",1
113,The Wedding at Cana: scripture comes alive in an all-sung musical performed as Catholic dinner theater! You are an honored guest!,Musical,15001.0,15001.0,15000.0,USD,The Wedding at Cana Musical,1
53,Brand new rock musical hitting the Fringe this August.,Musical,3100.0,4636.866075,3739.408125,GBP,Quentin Dentin goes to Edinburgh,1
19,"Exeter University Footlights presents Evita at the Exeter Northcott Theatre, 28th-31st January.",Musical,1255.0,1958.7094734,1560.72468,GBP,Footlights presents Evita,1
18,A Platform for up-and-coming musical theatre writers featuring Broadway's brightest stars!,Musical,2460.0,2460.0,2000.0,USD,Cutting-Edge Composers 2015,1
12,"This play with songs looks at friendship and family, the gift of sobriety and just what constitutes a miracle—or a good country song.",Musical,1205.0,1205.0,1200.0,USD,"Hank & Jesus (""Hay-soos""), a new play with songs",1
27,Scrooge and the Seven Dwarves: The one person who can save Christmas is the one man who hates it most of all.,Musical,2001.0,2448.37129386,2447.14772,GBP,Scrooge and the Seven Dwarves by Sleeping Trees,1
24,The Hurricane is a new musical comedy based on Shakespeare's The Tempest set on Fire Island. Debuting at FringeNYC in August.,Musical,4065.0,4065.0,4000.0,USD,The Hurricane,1
39,Help us bring NATALIE: A NEW MUSICAL to life!,Musical,1367.0,1367.0,750.0,USD,Natalie: A New Musical,1
15,"Delve into the world of what happened for fairy tale characters, once they're fairytale was up. What story is next on the cards?",Musical,254.0,385.66949282,227.7575745,GBP,Once Upon A Cabaret,1
14,"Join our journey, let your imaginations run wild and become part of the enchanted adventure of Seussical the Musical!",Musical,300.0,448.728975,448.728975,GBP,Seussical the Musical,1
19,The story of one woman's journey to sexual freedom through the literature of Harry Potter returns to the stage once more @Manhattan Rep,Musical,1030.0,1030.0,1000.0,USD,Potterotica @ Manhattan Repertory Theatre,1
24,"FIERCE is ready to produce their second full-length, completely student-run, killer musical! Join us in getting Once On this Island up!",Musical,2080.0,2080.0,2000.0,USD,FIERCE: Musical Theatre- Once On This Island,1
17,"A musical comedy about a bunch of people in a yoga class. Like a one night stand: it's crude, crass, and will leave you sad.",Musical,360.0,360.0,350.0,USD,Heart Center: The Yoga Musical!,1
27,Tremendous experience.,Musical,5663.0,5663.0,5500.0,USD,PETER PAN,1
51,Help us bring this musical theater meets feminist-take-on-pop-culture mashup to life at Port Fringe Theater Festival in June 2016!,Musical,3626.0,3626.0,3571.0,USD,Strong Female Character: A Musical Theater Song Cycle,1
273,"ALLEGED LESBIAN ACTIVITIES is a denim-clad, glitter-crusted power-ballad performance of the vanishing history of New Orleans dyke bars.",Musical,10394.0,10394.0,10000.0,USD,Alleged Lesbian Activities,1
12,Parade Theatre Company and RHUL MTS present their Edinburgh Fringe 2016 production of Jason Robert Brown's The Last Five Years,Musical,501.0,722.92390188,721.4809399999999,GBP,The Last Five Years @ Edinburgh Fringe 2016,1
23,Midvale Main Street Theatre would like to raise $2500 for the production of the music for 'The Rocky Horror Show' playing this October.,Musical,3260.0,3260.0,2500.0,USD,Music for 'Rocky Horror Show' @ MMST,1
74,"A new British musical. A dark comedy about resurrections, second chances and the healing power of show at King's Head Theatre, London.",Musical,3538.0,5381.67614144,4563.32064,GBP,Something Something Lazarus,1
61,"Follow the tale of 3 kids, living an amazing Hamilton dream, who want to bring YOU the experience in an online or hardback zine.",Musical,3506.0,3506.0,3333.0,USD,Kids Kickstart to make HAMILTON zine—Join the Journey,1
46,Young actors in grades 6-12 are working hard on the first musical at Patrick Henry High School in almost 20 years!,Musical,2326.0,2326.0,1700.0,USD,"""Oklahoma!"" - a school musical in Glade Spring, VA",1
34,"Based on the play by Ibsen, ""A Doll’s House: A New Opera"" brings the world of Nora Helmer to life like you’ve never heard it before.",Musical,2331.0,2331.0,2200.0,USD,A Doll's House: A New Opera: Boston edition,1
44,Support the development of a musical that races across the color line in America featuring the music of jazz trumpeter Donald Byrd.,Musical,6060.0,6060.0,5000.0,USD,Givin' It Up: A Broadway Jazz Musical,1
9,"A comedy about sex, disco and loneliness.",Musical,2076.0,3147.29046612,3032.0717400000003,GBP,LOVE TO LOVE TO LOVE YOU,1
44,"Thumbelina -  recital in the form of a musical. All students will act, sing, dance, play classical piano pieces solo and in ensemble.",Musical,5315.0,5315.0,5000.0,USD,Thumbelina - collaborative multicultural children's musical,1
10,"A 2015 original pop musical about life and family from a father's eyes, debuting the weekend before Father's Day on June 13 in SLC, UT.",Musical,1025.0,1025.0,1000.0,USD,"""A Father's Day"" pop musical theater production",1
15,"We are developing an amazing play full of songs, dancing and acting done by a very talented cast and crew! Help support our dream!",Musical,3500.0,2840.835305,2840.835305,CAD,Anya: A Russian Fairytale,1
14,A new musical comedy that exposes the wacky sensuous world of the muscle bear.  It's now not enough to be gay.  To go far...go fur!,Musical,2070.0,2070.0,2000.0,USD,Muscle Bears The Musical A Developmental Reading,1
57,Musical Cafe needs your help to produce our popular musical theatre showcases of works-in-progress from SF Bay Area artists.,Musical,4142.0,4142.0,3000.0,USD,2016 Musical Cafe Showcase Series,1
71,In October 2014 Tooting Arts Club will present Stephen Sondheim's Sweeney Todd in the oldest Pie and Mash Shop in London!,Musical,4884.0,8153.18095548,6677.46188,GBP,Sweeney Todd at Harrington's Pie and Mash Shop in Tooting!,1
99,"A Greek 90’s Rock-Musical Tragi-Comedy that explores Celebrity Culture, the plays of Sophocles, and the decade that changed MTV!",Musical,10035.0,10035.0,10000.0,USD,Olympus Records,1
92,Help us promote the western regional premiere of the Tony Award-winning musical THE BOY FROM OZ presented by Landmark Musical Theatre!,Musical,8166.0,8166.0,7500.0,USD,THE BOY FROM OZ - The Western Regional Premiere!,1
134,Help launch an Equity Showcase production in New York City of a new musical with a hopeful perspective on recovery from addiction!,Musical,20802.0,20802.0,20000.0,USD,Welcome to the Hard Luck Cafe,1
49,"We are producing the DC premiere of an amazing musical, 35MM: A Musical Exhibition this July at the 2016 Capital Fringe Festival!",Musical,3105.0,3105.0,3000.0,USD,35MM at 2016 Capital Fringe,1
47,"BBP creates free outdoor musical theater in Dayton, MN. In our new location we desperately need to build a stage to get off the dirt!",Musical,3533.0,3533.0,3500.0,USD,Bunce Backyard Productions Needs a Stage!,1
34,The Maple Shade Summer Theatre for kids was funded through state grants until now. We need you to keep it alive with the Arts Council.,Musical,1276.0,1276.0,1200.0,USD,Maple Shade Arts Council Summer Theatre for Children,1
27,Please help us raise money to take our hilarious musical satire about eastern European immigrants to the Edinburgh Fringe 2015!,Musical,1100.0,1707.30307,1552.0937,GBP,Molodyi Teatr and 'Bloody East Europeans' at the Fringe 2015,1
352,"MIGHTY REAL,The New SYLVESTER Musical, is coming to Broadway and we need your help! Go to www.FabulousSylvester.com and DONATE TODAY!",Musical,47925.0,47925.0,40000.0,USD,MIGHTY REAL SYLVESTER GOES TO BROADWAY!,1
43,"We are orchestrating and recording a CD for the musical ""The Watersong"". (Think Wicked meets Godspell, with a dash of Julie Andrews.)",Musical,8337.0,8337.0,5000.0,USD,The Watersong: The orchestrated CD sessions!,1
36,"REDDI HIGH is an original musical written by tweens, teens and their teacher! World Premiere Off Broadway this December NYC!",Musical,3070.0,3070.0,3000.0,USD,REDDI HIGH: Original Musical World Premiere: NYC,1
49,Help CCT bring animation and life to the stage as Dorothy and her friends travel the yellow brick road to meet the Wizard of Oz.,Musical,6195.0,6195.0,5500.0,USD,Follow the Yellow Brick Road,1
36,"Our ten minute musical about the worst girl scout of all time, Baked Goods, has been selected for the 2015 Sound Bites Festival!",Musical,2000.0,2000.0,2000.0,USD,Baked Goods the Musical in Sound Bites 2015,1
80,Help us take our brand new show about Marie Curie to the Edinburgh Fringe and complete our award-winning musical comedy Scientrilogy!,Musical,3050.0,4749.314088,4671.45648,GBP,THE ELEMENT IN THE ROOM... by TANGRAM THEATRE COMPANY,1
14,Broadway Professionals at Broadway Arts Lab Company (501c3) give back to local young performers with Elf Jr.,Musical,600.0,600.0,500.0,USD,Broadway Arts Lab Company presents ELF JR,1
13,"First dates are awkward, especially if all your exes are there. Unfortunately for Kris and Jude, the new government requires it by law.",Musical,260.0,404.683747,389.1189875,GBP,D.I.M: Department of Ideal Matchmaking,1
71,The brainchild of Coleman Peterson and Janice Gilbert.  The funding will be used to professionally record the songs.,Musical,6658.0,6658.0,6000.0,USD,Puberty the Musical: Original Cast Recording,1
10,"This year, we will be producing the cult classic Little Shop of Horrors with your proceeds going towards venue and production costs.",Musical,1150.0,906.281788,788.0711200000001,CAD,Whitehall Theatre Presents: Little Shop of Horrors,1
30,"Chess. Betrayal. Blueberry yoghurts. ""Pawn"" - a new musical by Oxford students - needs funding to go to the Edinburgh Fringe!",Musical,3015.0,4120.74959175,2733.4989,GBP,"Send ""Pawn"" to Edinburgh!",1
10,The Happiest Show on Earth is a Disney musical revue to benefit the Make-A-Wish foundation. Funds for production needed.,Musical,351.0,351.0,350.0,USD,Happiest Show On Earth Production Sponsor,1
78,Musikdramatisk teater opført første gang af indsatte jødiske børn og voksne i Theresienstadt i 1943 og 45.,Musical,30193.0,4524.18584653,2996.8442,DKK,Terezín's The Fireflies - Terezíns Ildfluer,1
21,"Comedy: Eve & Adam eat the apple, time warp with the Animals to the Big Apple. Backers $25+ receive their name in libretto dedication!",Musical,4615.0,4615.0,4500.0,USD,Eve The Musical! Written by Lauri Matisse & Diana Woody,1
8,The Musical Theatre Society at Goldsmiths University are putting on a production of Little Shop of Horrors and they need your help!!,Musical,550.0,793.2753345,721.159395,GBP,Little Shop of Horrors 2016,1
17,"Whitehall Theatre is a non-profit Theatre Company based in Kingston, Ontario. Creating unique theatre opportunities for ages 16-30.",Musical,1806.0,1483.06789386,1231.7839649999999,CAD,Whitehall Theatre Presents: Rock The System,1
11,Dust off your dictionary and prepare yourselves for the spelling challenge of a lifetime.,Musical,270.0,380.7337446,352.531245,GBP,Spelling Bee at The Edinburgh Festival 2016,1
128,The hilarious and heartfelt new musical about finding where you belong. Be a part of sharing this story with the world.,Musical,15855.0,15855.0,15000.0,USD,GAY CARD Original Studio Cast Recording,1
106,"As she walks the Camino, a woman of a certain age poses questions about her life and is answered by an unlikely cast of characters.",Musical,20536.0,20536.0,20000.0,USD,OperaBend's Vía Láctea: A Woman Walks the Camino de Santiago,1
235,"HELP US GO BACK TO SCHOOL....AGAIN
We need your pledges to capture the songs from Cool Rider for a limited edition recording!",Musical,12930.0,19572.3746451,18164.61684,GBP,Cool Rider Album,1
51,Help create a new play about a pioneering policewoman that challenges stereotypes and stimulates dialogue about the role of the police,Musical,4142.0,4142.0,4000.0,USD,Yvonne Bechet Theater Project,1
30,What happens when the queen of darkness decides that she would rather be the queen of light?,Musical,10703.0,10703.0,10000.0,USD,"WISH - A Mystical, Magical, Murderful Musical",1
25,Two brothers are lost in the wood and need money to fund their show to get home. Send help! University of MN Production by 1 broke kid.,Musical,1231.0,1231.0,1200.0,USD,Over the Garden Wall (Stage Production),1
17,"We're doing a concert of our rock 'n' roll Christmas Carol musical! Please help us pay for musicians, actors, rehearsals, and more!",Musical,1355.0,1355.0,1200.0,USD,The Last Song of Eddie Scourge: Live at 54 Below!,1
30,"What does it look like to live with mental illness? Join this family's journey in the contemporary musical about life, love and coping.",Musical,3000.0,3000.0,3000.0,USD,#StoptheStigma - Help us bring mental health center stage!,1
53,We need your help! A quality Demo of our original music is the next step in getting this new musical off of the page & onto the stage!,Musical,4509.0,4509.0,3500.0,USD,Above the Noise: a new A Capella Musical - Demo Recording,1
48,Deadites! Chainsaws! Boomsticks! Musical theatre? Help Out of Box Theatre fund the Atlanta premiere of Evil Dead: The Musical!,Musical,3225.0,3225.0,3000.0,USD,Out of Box Theatre Presents Evil Dead: The Musical,1
46,A high school student-written original musical about a team of retired middle-aged superheroes called back in action one last time.,Musical,4737.0,4737.0,2073.0,USD,With Great Power: An Original Superhero Musical,1
92,Help us make the journey through cyberspace in this new musical! An Official Selection of the 2014 New York Musical Theatre Festival.,Musical,14439.0,14439.0,12500.0,USD,WIKIMUSICAL @ New York Musical Theatre Festival (NYMF) 2014!,1
42,Help us develop our wickedly funny musical theatre parody of Game of Thrones for the Adelaide Fringe Festival in February 2017!,Musical,3025.0,2265.9600425,1123.61655,AUD,Musical of Thrones: A Comedy of Ice and Fire (a GoT parody),1
63,Thank you for the support that covers our royalties.  Please check the updates to see our continued goals and rewards!,Musical,4113.0,4113.0,3500.0,USD,HPCP Does The Musical of Musicals (The Musical!),1
125,"I am thrilled to announce my theater company's first production! ""The Last Five Years""- J. Robert Brown. Starring myself and JP Jones.",Musical,10255.0,10255.0,9990.0,USD,"Moonlet Theater presents ""The Last Five Years""",1
115,A new Musical by Adjoa Skinner & Lynn Maxcy about two sisters dealing with the death of their father & the circus he leaves behind.,Musical,12547.0,12547.0,12000.0,USD,On With The Show,1
44,"The Last Berplonza, a brand new musical, produced by Lady Grey Theatrical. ONE NIGHT ONLY, Jan 23 @ The 14th Street Y. 8:00pm Curtain.",Musical,4110.0,4110.0,4000.0,USD,"The Last Berplonza, new musical by Tim Parker & Edison Hong",1
26,"Help me get my one woman comedy cabaret, The Rogues Gallery, to The Hollywood Fringe Fest in June!  Ex boyfriends, BEWARE!",Musical,1325.01,1325.01,1000.0,USD,The Rogues Gallery- Hollywood or BUST!,1
27,We put a spin on show tunes!,Musical,1410.0,1410.0,800.0,USD,Let's All Drink and Do Broadway,1
142,"An original action adventure comedy musical with an all-star cast, a queer sensibility, and tunes fit for a vintage Bond movie in drag",Musical,7554.0,10728.2240376,9569.337247200001,GBP,Heels Of Glory: The Drag Action Musical,1
12,Pearland Little Theatre was created to provide musical theatre opportunities to the youth of Pearland. Help us put on our first show!,Musical,2161.0,2161.0,1500.0,USD,Grease is the word! Help us fund our first teen musical.,1
94,"A surreal musical theatre experience. A trailer park prodigy, forsakes everything when the visage of Salvador Dalí haunts him.",Musical,7500.0,7500.0,7500.0,USD,"Goodbye, Dalí",1
17,"Let's make opera enjoyable and accessible to a modern audience, and provide performance opportunities for talented Arizona singers.",Musical,6045.0,6045.0,5500.0,USD,Bringing Local Opera to Tucson,1
300,"A show created & performed by Sex Workers & Friends locally & globally, breaking stigma & stereotypes through theatre, dance & song.",Musical,11166.49,16163.4776369,14474.9851,GBP,"Sex Workers' Opera - Bigger, Braver & Badder.",1
45,“HOW TO GIVE BIRTH TO A RABBIT” is a collection of songs and musical compositions performed at this July's Capital Fringe Festival.,Musical,2045.0,2045.0,2000.0,USD,How to Give Birth to a Rabbit,1
80,"Weed Shop is a brand-new musical comedy by Becca Grumet & Madelyne Heyman, opening Oct. 28 at the Eclectic Company Theatre!",Musical,4400.0,4400.0,4200.0,USD,World Premiere of Weed Shop the Musical,1
312,"A new musical by Don Chaffer of Waterdeep and Chris Cragin-Day. (Also, a new album of the songs in the musical from Waterdeep.)",Musical,38483.64,38483.64,35000.0,USD,The Unusual Tale of Mary & Joseph's Baby,1
13,SOTA is producing Joseph this winter. Kids ages 5-18 will bring this charming and funny musical to life! We need $ for costumes/set!,Musical,1500.0,1500.0,1500.0,USD,Joseph & The Amazing Technicolor Dreamcoat by SOTA,1
48,"The project is a live stage production, a tribute to St. Augustine’s own jazz singer, Debbie McDade, featuring Mama Blue.",Musical,8505.0,8505.0,8500.0,USD,Sweet Emmaline: The Musical Journey of Debbie McDade,1
25,In every age mankind attempts to fabricate great works at once magnificent... and impossible.,Musical,676.0,1039.63532608,615.168832,GBP,Titanic,1
37,Aiming to celebrate and commemorate Hugh Moynihan on his first anniversary with a tribute production of Man of La Mancha.,Musical,4500.0,4765.18239,4685.762683499999,EUR,Man of La Mancha for Hughie,1
47,"Support the performing arts! Help Canyon High School's production of ""Dirty Rotten Scoundrels"" reach our new goal of $3000!",Musical,3876.0,3876.0,2000.0,USD,"Canyon High School presents ""Dirty Rotten Scoundrels""",1
154,"A steampunk inspired, pop/rock musical adaptation of H.C. Andersen’s fairy tale adventure @ The 2014 New York Musical Theater Festival!",Musical,23471.0,23471.0,20000.0,USD,"""The Snow Queen: A New Pop/Rock Musical"" at NYMF 2014!",1
41,"A musical about a 35-year-old kindergarten teacher who decides to run for president, because how hard could that be?",Musical,3565.0,3565.0,3500.0,USD,Martha Cipolla for President!: The Musical,1
100,THE LAST TIME WE WERE HERE needs to go THERE: Send us to NYC!,Musical,10000.0,10000.0,9500.0,USD,"The Last Time We Were Here, a new musical: Send us to NYC!",1
22,Love bridges the divide when Liela's true nature threatens Lefty's left-handed empire. A story about saving happily-ever-after.,Musical,5300.0,5300.0,5000.0,USD,"Lefty and Liela Get It Right - ""Well, kiss my cheek!""™",1
24,She&Her Productions present Into the Woods March 11-26 2016.,Musical,1100.0,1100.0,1000.0,USD,She&Her Present INTO THE WOODS,1
73,An original new musical about the intense and turbulent life journey of Mexican artist Frida Kahlo.,Musical,11540.0,11540.0,10000.0,USD,"LA CASA AZUL, by Gregory Hancock...An encore performance!",1
15,"A original family friendly Pantomime for the younger audience filled with drama, dance & song and lots of interaction.",Musical,500.0,608.998565,608.9985650000001,GBP,Christmas Magic at the Toy Makers Workshop Pantomime,1
33,"A dark comedy about two girls, one knee, and the 1994 Olympics. Help us make sure ""Tonya and Nancy"" rocks!",Musical,5510.0,5510.0,5000.0,USD,"Make ""Tonya and Nancy"" a Rock Opera!",1
7,EUROBEAT - a whole new hilarious musical contest with 10 countries all desperate to become the winners of this year's competition!,Musical,7500.0,10729.107225,10729.107225,GBP,EUROBEAT,1
21,Scrooge is transformed into a loving gentler soul when Jacob Marley and Three Ghosts pay him a visit on Christmas Eve.,Musical,2025.0,2025.0,2000.0,USD,A Christmas Carol Musical,1
26,Help Fandom Musicals perform the sequel to our most popular show at the Buddies In Bad Times Theatre in Toronto this Fall!,Musical,1005.0,764.2905204,760.48808,CAD,Fandom Hearts 2 - A Fanmade Kingdom Hearts Parody Musical,1
63,Giant man-eating plants have destroyed Canyon. Help us rebuild and create awareness to prevent this incident from happening again.,Musical,5045.0,5045.0,2500.0,USD,Canyon Theatre's Little Shop of Horrors: When Plants Attack!,1
129,We're creating a stage show for Steve Brosky based on the songs he's written over the past 30 years in Pennsylvania's Lehigh Valley.,Musical,10610.0,10610.0,10000.0,USD,"Steve Brosky, The Musical! ""Living Here In Allentown""",1
16,"A snotty, surreal, rip-snorting yarn for all the family!",Musical,270.0,353.3323815,327.1596125,GBP,The Nose That Nobody Picked - The Musical!,1
292,"A new musical about a boy coming of age and coming out in 1960s Oklahoma, fostering appreciation for all kinds of love.",Musical,61890.0,61890.0,55000.0,USD,Pryor Rendering: A New Musical,1
40,"Fifteen performers, ages of 8-15, will be creating and performing a show inspired by the soundtrack for 'Guardians of the Galaxy'.",Musical,3715.0,3715.0,3000.0,USD,Damn Kids These Days!,1
19,"Han한 is a new original musical about the Korean comfort women which is being developed at Goldsmith, University of London.",Musical,1225.0,1619.881837,1322.35252,GBP,한 Han,1
23,"Outreach programme with Diversity Role Models and Stonewall to accompany new musical to Coventry,Brighton & Richmond from Sept 2015",Musical,4540.0,6790.765155,5983.053,GBP,CRUSH THE MUSICAL - DIVERSITY OUTREACH PROGRAMME FOR SCHOOLS,1
65,"Immersive, environmental staging of Green Day's AMERICAN IDIOT in a warehouse venue of Downtown Los Angeles' Arts District.",Musical,9540.0,9540.0,7000.0,USD,AMERICAN IDIOT | Downtown Los Angeles,1
8,"Support 'Gone Missing', presented through Studio 301 Productions!",Musical,755.0,755.0,750.0,USD,'Gone Missing' Kickstarter for Studio 301 Productions,1
